name,spatial_dict,sweep
240.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'white'), (0, 3): ('triangle', 'black'), (0, 4): ('circle', 'white'), (0, 5): ('circle', 'black'), (0, 6): ('circle', 'black'), (0, 7): ('triangle', 'white'), (0, 8): ('triangle', 'white'), (1, 0): ('circle', 'white'), (1, 1): ('triangle', 'white'), (1, 2): ('circle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('square', 'white'), (1, 6): ('triangle', 'black'), (1, 7): ('square', 'black'), (1, 8): ('circle', 'white'), (2, 0): ('square', 'black'), (2, 1): ('square', 'white'), (2, 2): ('triangle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('triangle', 'black'), (2, 6): ('triangle', 'white'), (2, 7): ('circle', 'black'), (2, 8): ('square', 'white'), (3, 0): ('square', 'black'), (3, 1): ('triangle', 'white'), (3, 2): ('square', 'black'), (3, 3): ('triangle', 'black'), (3, 4): ('triangle', 'black'), (3, 5): ('circle', 'white'), (3, 6): ('square', 'black'), (3, 7): ('square', 'black'), (3, 8): ('square', 'white'), (4, 0): ('square', 'white'), (4, 1): ('triangle', 'black'), (4, 2): ('circle', 'black'), (4, 3): ('circle', 'black'), (4, 4): ('circle', 'black'), (4, 5): ('triangle', 'white'), (4, 6): ('triangle', 'white'), (4, 7): ('circle', 'black'), (4, 8): ('triangle', 'black'), (5, 0): ('triangle', 'black'), (5, 1): ('circle', 'white'), (5, 2): ('square', 'white'), (5, 3): ('triangle', 'black'), (5, 4): ('circle', 'white'), (5, 5): ('triangle', 'black'), (5, 6): ('circle', 'black'), (5, 7): ('triangle', 'white'), (5, 8): ('circle', 'white'), (6, 0): ('square', 'white'), (6, 1): ('triangle', 'white'), (6, 2): ('square', 'black'), (6, 3): ('circle', 'black'), (6, 4): ('circle', 'white'), (6, 5): ('circle', 'white'), (6, 6): ('triangle', 'black'), (6, 7): ('circle', 'white'), (6, 8): ('circle', 'white'), (7, 0): ('triangle', 'black'), (7, 1): ('circle', 'black'), (7, 2): ('circle', 'black'), (7, 3): ('circle', 'black'), (7, 4): ('square', 'black'), (7, 5): ('circle', 'black'), (7, 6): ('square', 'black'), (7, 7): ('triangle', 'black'), (7, 8): ('circle', 'black'), (8, 0): ('triangle', 'black'), (8, 1): ('triangle', 'black'), (8, 2): ('circle', 'black'), (8, 3): ('square', 'black'), (8, 4): ('circle', 'black'), (8, 5): ('circle', 'black'), (8, 6): ('triangle', 'black'), (8, 7): ('square', 'black'), (8, 8): ('triangle', 'black')}]","(9, 9, 1)"
241.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('circle', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('circle', 'black'), (0, 5): ('square', 'white'), (0, 6): ('circle', 'black'), (0, 7): ('triangle', 'white'), (0, 8): ('square', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('square', 'black'), (1, 2): ('square', 'black'), (1, 3): ('circle', 'white'), (1, 4): ('circle', 'black'), (1, 5): ('triangle', 'black'), (1, 6): ('circle', 'white'), (1, 7): ('triangle', 'white'), (1, 8): ('circle', 'white'), (2, 0): ('square', 'white'), (2, 1): ('triangle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('square', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('circle', 'black'), (2, 6): ('square', 'black'), (2, 7): ('triangle', 'white'), (2, 8): ('square', 'black'), (3, 0): ('circle', 'black'), (3, 1): ('circle', 'white'), (3, 2): ('square', 'black'), (3, 3): ('triangle', 'black'), (3, 4): ('triangle', 'white'), (3, 5): ('triangle', 'white'), (3, 6): ('triangle', 'black'), (3, 7): ('circle', 'black'), (3, 8): ('square', 'white'), (4, 0): ('triangle', 'white'), (4, 1): ('square', 'white'), (4, 2): ('triangle', 'white'), (4, 3): ('triangle', 'black'), (4, 4): ('square', 'black'), (4, 5): ('square', 'black'), (4, 6): ('square', 'black'), (4, 7): ('square', 'black'), (4, 8): ('circle', 'black'), (5, 0): ('square', 'white'), (5, 1): ('circle', 'white'), (5, 2): ('triangle', 'black'), (5, 3): ('triangle', 'black'), (5, 4): ('square', 'white'), (5, 5): ('triangle', 'black'), (5, 6): ('triangle', 'white'), (5, 7): ('circle', 'white'), (5, 8): ('triangle', 'white'), (6, 0): ('circle', 'white'), (6, 1): ('circle', 'white'), (6, 2): ('triangle', 'black'), (6, 3): ('square', 'white'), (6, 4): ('triangle', 'black'), (6, 5): ('square', 'white'), (6, 6): ('triangle', 'white'), (6, 7): ('triangle', 'black'), (6, 8): ('triangle', 'white'), (7, 0): ('square', 'white'), (7, 1): ('circle', 'white'), (7, 2): ('circle', 'white'), (7, 3): ('triangle', 'black'), (7, 4): ('circle', 'white'), (7, 5): ('square', 'white'), (7, 6): ('square', 'white'), (7, 7): ('triangle', 'white'), (7, 8): ('triangle', 'white'), (8, 0): ('triangle', 'black'), (8, 1): ('triangle', 'black'), (8, 2): ('circle', 'white'), (8, 3): ('square', 'black'), (8, 4): ('triangle', 'white'), (8, 5): ('square', 'black'), (8, 6): ('circle', 'white'), (8, 7): ('circle', 'black'), (8, 8): ('circle', 'black')}]","(9, 9, 1)"
242.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('square', 'black'), (0, 2): ('square', 'black'), (0, 3): ('square', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('square', 'white'), (0, 6): ('square', 'black'), (0, 7): ('circle', 'black'), (0, 8): ('square', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('square', 'white'), (1, 2): ('circle', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('circle', 'white'), (1, 6): ('triangle', 'black'), (1, 7): ('triangle', 'black'), (1, 8): ('triangle', 'black'), (2, 0): ('triangle', 'white'), (2, 1): ('square', 'black'), (2, 2): ('triangle', 'white'), (2, 3): ('triangle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('triangle', 'black'), (2, 6): ('square', 'white'), (2, 7): ('triangle', 'black'), (2, 8): ('square', 'white'), (3, 0): ('square', 'white'), (3, 1): ('triangle', 'black'), (3, 2): ('triangle', 'white'), (3, 3): ('triangle', 'black'), (3, 4): ('circle', 'black'), (3, 5): ('triangle', 'white'), (3, 6): ('square', 'black'), (3, 7): ('triangle', 'black'), (3, 8): ('circle', 'black'), (4, 0): ('circle', 'black'), (4, 1): ('square', 'black'), (4, 2): ('square', 'white'), (4, 3): ('triangle', 'white'), (4, 4): ('triangle', 'white'), (4, 5): ('square', 'white'), (4, 6): ('triangle', 'white'), (4, 7): ('circle', 'black'), (4, 8): ('square', 'black'), (5, 0): ('square', 'white'), (5, 1): ('circle', 'black'), (5, 2): ('triangle', 'black'), (5, 3): ('circle', 'black'), (5, 4): ('triangle', 'white'), (5, 5): ('triangle', 'black'), (5, 6): ('circle', 'white'), (5, 7): ('triangle', 'black'), (5, 8): ('triangle', 'white'), (6, 0): ('square', 'white'), (6, 1): ('square', 'white'), (6, 2): ('triangle', 'white'), (6, 3): ('circle', 'white'), (6, 4): ('square', 'white'), (6, 5): ('triangle', 'white'), (6, 6): ('circle', 'white'), (6, 7): ('square', 'white'), (6, 8): ('circle', 'white'), (7, 0): ('circle', 'white'), (7, 1): ('circle', 'white'), (7, 2): ('circle', 'black'), (7, 3): ('circle', 'white'), (7, 4): ('circle', 'black'), (7, 5): ('triangle', 'white'), (7, 6): ('circle', 'black'), (7, 7): ('triangle', 'white'), (7, 8): ('circle', 'white'), (8, 0): ('square', 'white'), (8, 1): ('triangle', 'black'), (8, 2): ('triangle', 'white'), (8, 3): ('square', 'white'), (8, 4): ('square', 'white'), (8, 5): ('square', 'black'), (8, 6): ('triangle', 'black'), (8, 7): ('circle', 'black'), (8, 8): ('square', 'black')}]","(9, 9, 1)"
243.svg,"[{(0, 0): ('triangle', 'black'), (0, 1): ('circle', 'black'), (0, 2): ('square', 'white'), (0, 3): ('triangle', 'black'), (0, 4): ('circle', 'black'), (0, 5): ('triangle', 'white'), (0, 6): ('square', 'black'), (0, 7): ('square', 'white'), (0, 8): ('square', 'black'), (1, 0): ('triangle', 'white'), (1, 1): ('circle', 'white'), (1, 2): ('square', 'white'), (1, 3): ('square', 'white'), (1, 4): ('square', 'white'), (1, 5): ('square', 'white'), (1, 6): ('triangle', 'white'), (1, 7): ('circle', 'black'), (1, 8): ('triangle', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('square', 'black'), (2, 2): ('triangle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('triangle', 'white'), (2, 5): ('triangle', 'white'), (2, 6): ('square', 'black'), (2, 7): ('triangle', 'white'), (2, 8): ('triangle', 'black'), (3, 0): ('circle', 'white'), (3, 1): ('triangle', 'black'), (3, 2): ('circle', 'black'), (3, 3): ('triangle', 'black'), (3, 4): ('triangle', 'black'), (3, 5): ('square', 'black'), (3, 6): ('triangle', 'white'), (3, 7): ('triangle', 'white'), (3, 8): ('circle', 'white'), (4, 0): ('triangle', 'black'), (4, 1): ('circle', 'white'), (4, 2): ('triangle', 'black'), (4, 3): ('square', 'black'), (4, 4): ('circle', 'white'), (4, 5): ('triangle', 'white'), (4, 6): ('triangle', 'white'), (4, 7): ('circle', 'black'), (4, 8): ('square', 'white'), (5, 0): ('square', 'black'), (5, 1): ('triangle', 'white'), (5, 2): ('circle', 'white'), (5, 3): ('circle', 'white'), (5, 4): ('triangle', 'white'), (5, 5): ('square', 'black'), (5, 6): ('triangle', 'white'), (5, 7): ('square', 'white'), (5, 8): ('triangle', 'white'), (6, 0): ('circle', 'black'), (6, 1): ('square', 'white'), (6, 2): ('circle', 'black'), (6, 3): ('triangle', 'white'), (6, 4): ('triangle', 'white'), (6, 5): ('triangle', 'black'), (6, 6): ('circle', 'white'), (6, 7): ('square', 'white'), (6, 8): ('triangle', 'white'), (7, 0): ('square', 'white'), (7, 1): ('triangle', 'black'), (7, 2): ('triangle', 'black'), (7, 3): ('square', 'white'), (7, 4): ('circle', 'white'), (7, 5): ('triangle', 'white'), (7, 6): ('square', 'white'), (7, 7): ('triangle', 'black'), (7, 8): ('triangle', 'white'), (8, 0): ('triangle', 'white'), (8, 1): ('circle', 'white'), (8, 2): ('circle', 'black'), (8, 3): ('square', 'black'), (8, 4): ('square', 'black'), (8, 5): ('circle', 'white'), (8, 6): ('square', 'white'), (8, 7): ('triangle', 'white'), (8, 8): ('circle', 'black')}]","(9, 9, 1)"
244.svg,"[{(0, 0): ('triangle', 'black'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'white'), (0, 3): ('triangle', 'white'), (0, 4): ('triangle', 'white'), (0, 5): ('circle', 'white'), (0, 6): ('triangle', 'white'), (0, 7): ('triangle', 'white'), (0, 8): ('circle', 'black'), (1, 0): ('triangle', 'black'), (1, 1): ('square', 'black'), (1, 2): ('triangle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('circle', 'black'), (1, 6): ('circle', 'white'), (1, 7): ('triangle', 'white'), (1, 8): ('circle', 'white'), (2, 0): ('square', 'white'), (2, 1): ('triangle', 'white'), (2, 2): ('circle', 'white'), (2, 3): ('triangle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('triangle', 'black'), (2, 6): ('circle', 'white'), (2, 7): ('square', 'black'), (2, 8): ('square', 'black'), (3, 0): ('square', 'black'), (3, 1): ('square', 'black'), (3, 2): ('square', 'black'), (3, 3): ('triangle', 'white'), (3, 4): ('circle', 'white'), (3, 5): ('circle', 'black'), (3, 6): ('triangle', 'white'), (3, 7): ('triangle', 'black'), (3, 8): ('triangle', 'white'), (4, 0): ('triangle', 'black'), (4, 1): ('square', 'white'), (4, 2): ('square', 'white'), (4, 3): ('circle', 'white'), (4, 4): ('triangle', 'black'), (4, 5): ('square', 'white'), (4, 6): ('triangle', 'white'), (4, 7): ('triangle', 'black'), (4, 8): ('triangle', 'white'), (5, 0): ('circle', 'white'), (5, 1): ('triangle', 'black'), (5, 2): ('circle', 'white'), (5, 3): ('square', 'black'), (5, 4): ('circle', 'white'), (5, 5): ('triangle', 'white'), (5, 6): ('square', 'white'), (5, 7): ('square', 'white'), (5, 8): ('triangle', 'white'), (6, 0): ('square', 'black'), (6, 1): ('square', 'white'), (6, 2): ('triangle', 'white'), (6, 3): ('circle', 'white'), (6, 4): ('square', 'black'), (6, 5): ('square', 'black'), (6, 6): ('square', 'white'), (6, 7): ('triangle', 'black'), (6, 8): ('triangle', 'white'), (7, 0): ('triangle', 'black'), (7, 1): ('triangle', 'white'), (7, 2): ('square', 'black'), (7, 3): ('square', 'white'), (7, 4): ('circle', 'black'), (7, 5): ('circle', 'black'), (7, 6): ('triangle', 'black'), (7, 7): ('triangle', 'black'), (7, 8): ('triangle', 'white'), (8, 0): ('triangle', 'black'), (8, 1): ('square', 'black'), (8, 2): ('triangle', 'black'), (8, 3): ('triangle', 'black'), (8, 4): ('circle', 'black'), (8, 5): ('triangle', 'black'), (8, 6): ('circle', 'black'), (8, 7): ('circle', 'black'), (8, 8): ('triangle', 'black')}]","(9, 9, 1)"
245.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('circle', 'white'), (0, 3): ('circle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('square', 'white'), (0, 6): ('circle', 'black'), (0, 7): ('triangle', 'white'), (0, 8): ('triangle', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('circle', 'black'), (1, 2): ('circle', 'black'), (1, 3): ('circle', 'white'), (1, 4): ('square', 'white'), (1, 5): ('triangle', 'white'), (1, 6): ('circle', 'black'), (1, 7): ('circle', 'white'), (1, 8): ('circle', 'white'), (2, 0): ('circle', 'white'), (2, 1): ('triangle', 'white'), (2, 2): ('triangle', 'white'), (2, 3): ('triangle', 'black'), (2, 4): ('circle', 'black'), (2, 5): ('triangle', 'black'), (2, 6): ('circle', 'white'), (2, 7): ('triangle', 'black'), (2, 8): ('circle', 'white'), (3, 0): ('square', 'white'), (3, 1): ('triangle', 'white'), (3, 2): ('square', 'black'), (3, 3): ('square', 'black'), (3, 4): ('circle', 'white'), (3, 5): ('triangle', 'black'), (3, 6): ('triangle', 'black'), (3, 7): ('triangle', 'white'), (3, 8): ('circle', 'white'), (4, 0): ('triangle', 'white'), (4, 1): ('triangle', 'white'), (4, 2): ('circle', 'white'), (4, 3): ('square', 'black'), (4, 4): ('circle', 'black'), (4, 5): ('triangle', 'white'), (4, 6): ('triangle', 'black'), (4, 7): ('circle', 'black'), (4, 8): ('triangle', 'white'), (5, 0): ('square', 'black'), (5, 1): ('circle', 'white'), (5, 2): ('circle', 'black'), (5, 3): ('triangle', 'black'), (5, 4): ('square', 'white'), (5, 5): ('triangle', 'white'), (5, 6): ('circle', 'black'), (5, 7): ('circle', 'black'), (5, 8): ('triangle', 'white'), (6, 0): ('circle', 'white'), (6, 1): ('circle', 'white'), (6, 2): ('triangle', 'white'), (6, 3): ('square', 'black'), (6, 4): ('square', 'black'), (6, 5): ('triangle', 'black'), (6, 6): ('circle', 'white'), (6, 7): ('square', 'black'), (6, 8): ('square', 'black'), (7, 0): ('triangle', 'black'), (7, 1): ('square', 'black'), (7, 2): ('square', 'white'), (7, 3): ('triangle', 'white'), (7, 4): ('circle', 'white'), (7, 5): ('square', 'white'), (7, 6): ('circle', 'white'), (7, 7): ('circle', 'white'), (7, 8): ('circle', 'white'), (8, 0): ('square', 'white'), (8, 1): ('circle', 'white'), (8, 2): ('circle', 'white'), (8, 3): ('square', 'black'), (8, 4): ('triangle', 'white'), (8, 5): ('square', 'white'), (8, 6): ('square', 'white'), (8, 7): ('circle', 'black'), (8, 8): ('triangle', 'white')}]","(9, 9, 1)"
246.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'white'), (0, 3): ('square', 'white'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (0, 6): ('square', 'white'), (0, 7): ('circle', 'white'), (0, 8): ('circle', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('square', 'white'), (1, 2): ('triangle', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('square', 'white'), (1, 5): ('triangle', 'black'), (1, 6): ('circle', 'white'), (1, 7): ('square', 'black'), (1, 8): ('square', 'white'), (2, 0): ('triangle', 'white'), (2, 1): ('triangle', 'black'), (2, 2): ('triangle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('square', 'black'), (2, 5): ('triangle', 'black'), (2, 6): ('square', 'black'), (2, 7): ('triangle', 'white'), (2, 8): ('triangle', 'black'), (3, 0): ('circle', 'white'), (3, 1): ('circle', 'white'), (3, 2): ('square', 'white'), (3, 3): ('square', 'black'), (3, 4): ('triangle', 'black'), (3, 5): ('triangle', 'black'), (3, 6): ('triangle', 'black'), (3, 7): ('triangle', 'black'), (3, 8): ('circle', 'white'), (4, 0): ('square', 'white'), (4, 1): ('circle', 'white'), (4, 2): ('square', 'black'), (4, 3): ('circle', 'black'), (4, 4): ('square', 'black'), (4, 5): ('square', 'white'), (4, 6): ('triangle', 'white'), (4, 7): ('triangle', 'white'), (4, 8): ('square', 'black'), (5, 0): ('circle', 'white'), (5, 1): ('circle', 'black'), (5, 2): ('circle', 'black'), (5, 3): ('triangle', 'white'), (5, 4): ('square', 'white'), (5, 5): ('square', 'black'), (5, 6): ('triangle', 'black'), (5, 7): ('square', 'black'), (5, 8): ('square', 'black'), (6, 0): ('triangle', 'white'), (6, 1): ('circle', 'black'), (6, 2): ('triangle', 'white'), (6, 3): ('triangle', 'black'), (6, 4): ('circle', 'white'), (6, 5): ('triangle', 'black'), (6, 6): ('square', 'black'), (6, 7): ('circle', 'white'), (6, 8): ('square', 'black'), (7, 0): ('circle', 'white'), (7, 1): ('triangle', 'white'), (7, 2): ('circle', 'black'), (7, 3): ('circle', 'white'), (7, 4): ('circle', 'black'), (7, 5): ('triangle', 'white'), (7, 6): ('circle', 'white'), (7, 7): ('triangle', 'white'), (7, 8): ('square', 'black'), (8, 0): ('circle', 'black'), (8, 1): ('triangle', 'white'), (8, 2): ('square', 'white'), (8, 3): ('circle', 'white'), (8, 4): ('circle', 'black'), (8, 5): ('triangle', 'white'), (8, 6): ('circle', 'black'), (8, 7): ('square', 'black'), (8, 8): ('circle', 'black')}]","(9, 9, 1)"
247.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('square', 'white'), (0, 2): ('square', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'black'), (0, 5): ('triangle', 'black'), (0, 6): ('circle', 'black'), (0, 7): ('circle', 'black'), (0, 8): ('square', 'black'), (1, 0): ('square', 'white'), (1, 1): ('square', 'white'), (1, 2): ('circle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'black'), (1, 5): ('triangle', 'black'), (1, 6): ('circle', 'white'), (1, 7): ('circle', 'white'), (1, 8): ('square', 'white'), (2, 0): ('circle', 'white'), (2, 1): ('square', 'black'), (2, 2): ('triangle', 'white'), (2, 3): ('triangle', 'black'), (2, 4): ('square', 'black'), (2, 5): ('square', 'white'), (2, 6): ('square', 'white'), (2, 7): ('square', 'white'), (2, 8): ('circle', 'white'), (3, 0): ('triangle', 'white'), (3, 1): ('square', 'black'), (3, 2): ('square', 'black'), (3, 3): ('circle', 'black'), (3, 4): ('triangle', 'black'), (3, 5): ('triangle', 'white'), (3, 6): ('circle', 'black'), (3, 7): ('square', 'black'), (3, 8): ('triangle', 'white'), (4, 0): ('circle', 'white'), (4, 1): ('circle', 'white'), (4, 2): ('triangle', 'white'), (4, 3): ('square', 'black'), (4, 4): ('square', 'black'), (4, 5): ('square', 'black'), (4, 6): ('square', 'white'), (4, 7): ('triangle', 'black'), (4, 8): ('circle', 'white'), (5, 0): ('triangle', 'white'), (5, 1): ('circle', 'black'), (5, 2): ('triangle', 'black'), (5, 3): ('circle', 'white'), (5, 4): ('triangle', 'black'), (5, 5): ('triangle', 'black'), (5, 6): ('circle', 'black'), (5, 7): ('triangle', 'black'), (5, 8): ('circle', 'black'), (6, 0): ('circle', 'black'), (6, 1): ('circle', 'black'), (6, 2): ('circle', 'black'), (6, 3): ('triangle', 'black'), (6, 4): ('circle', 'black'), (6, 5): ('circle', 'white'), (6, 6): ('triangle', 'white'), (6, 7): ('square', 'black'), (6, 8): ('circle', 'black'), (7, 0): ('square', 'black'), (7, 1): ('circle', 'black'), (7, 2): ('square', 'white'), (7, 3): ('triangle', 'white'), (7, 4): ('triangle', 'black'), (7, 5): ('triangle', 'black'), (7, 6): ('square', 'white'), (7, 7): ('triangle', 'black'), (7, 8): ('triangle', 'white'), (8, 0): ('triangle', 'white'), (8, 1): ('triangle', 'white'), (8, 2): ('square', 'white'), (8, 3): ('square', 'white'), (8, 4): ('circle', 'black'), (8, 5): ('square', 'black'), (8, 6): ('square', 'white'), (8, 7): ('square', 'white'), (8, 8): ('triangle', 'white')}]","(9, 9, 1)"
248.svg,"[{(0, 0): ('triangle', 'black'), (0, 1): ('circle', 'white'), (0, 2): ('circle', 'white'), (0, 3): ('square', 'white'), (0, 4): ('triangle', 'black'), (0, 5): ('square', 'white'), (0, 6): ('square', 'black'), (0, 7): ('triangle', 'black'), (0, 8): ('square', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('circle', 'black'), (1, 2): ('square', 'black'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'black'), (1, 5): ('circle', 'black'), (1, 6): ('square', 'white'), (1, 7): ('triangle', 'white'), (1, 8): ('triangle', 'black'), (2, 0): ('triangle', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('circle', 'white'), (2, 3): ('triangle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('square', 'black'), (2, 6): ('circle', 'white'), (2, 7): ('triangle', 'black'), (2, 8): ('circle', 'black'), (3, 0): ('square', 'white'), (3, 1): ('triangle', 'white'), (3, 2): ('circle', 'black'), (3, 3): ('triangle', 'white'), (3, 4): ('square', 'black'), (3, 5): ('square', 'white'), (3, 6): ('square', 'black'), (3, 7): ('triangle', 'black'), (3, 8): ('square', 'black'), (4, 0): ('circle', 'white'), (4, 1): ('triangle', 'black'), (4, 2): ('circle', 'black'), (4, 3): ('circle', 'white'), (4, 4): ('triangle', 'white'), (4, 5): ('circle', 'black'), (4, 6): ('circle', 'white'), (4, 7): ('circle', 'black'), (4, 8): ('circle', 'black'), (5, 0): ('triangle', 'black'), (5, 1): ('square', 'black'), (5, 2): ('triangle', 'white'), (5, 3): ('square', 'white'), (5, 4): ('square', 'black'), (5, 5): ('triangle', 'black'), (5, 6): ('triangle', 'white'), (5, 7): ('square', 'black'), (5, 8): ('square', 'black'), (6, 0): ('triangle', 'black'), (6, 1): ('circle', 'white'), (6, 2): ('circle', 'black'), (6, 3): ('circle', 'black'), (6, 4): ('square', 'white'), (6, 5): ('square', 'black'), (6, 6): ('triangle', 'white'), (6, 7): ('square', 'black'), (6, 8): ('circle', 'white'), (7, 0): ('square', 'black'), (7, 1): ('circle', 'black'), (7, 2): ('square', 'white'), (7, 3): ('triangle', 'black'), (7, 4): ('triangle', 'white'), (7, 5): ('triangle', 'black'), (7, 6): ('circle', 'black'), (7, 7): ('circle', 'black'), (7, 8): ('triangle', 'black'), (8, 0): ('square', 'white'), (8, 1): ('square', 'white'), (8, 2): ('triangle', 'white'), (8, 3): ('square', 'black'), (8, 4): ('triangle', 'white'), (8, 5): ('triangle', 'black'), (8, 6): ('triangle', 'black'), (8, 7): ('circle', 'white'), (8, 8): ('square', 'black')}]","(9, 9, 1)"
249.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('circle', 'white'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (0, 6): ('circle', 'black'), (0, 7): ('square', 'white'), (0, 8): ('square', 'white'), (1, 0): ('square', 'white'), (1, 1): ('circle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('square', 'black'), (1, 6): ('square', 'white'), (1, 7): ('triangle', 'white'), (1, 8): ('square', 'black'), (2, 0): ('triangle', 'black'), (2, 1): ('square', 'black'), (2, 2): ('square', 'white'), (2, 3): ('circle', 'black'), (2, 4): ('square', 'black'), (2, 5): ('triangle', 'white'), (2, 6): ('circle', 'white'), (2, 7): ('triangle', 'white'), (2, 8): ('triangle', 'black'), (3, 0): ('triangle', 'black'), (3, 1): ('circle', 'black'), (3, 2): ('square', 'black'), (3, 3): ('triangle', 'white'), (3, 4): ('triangle', 'black'), (3, 5): ('circle', 'black'), (3, 6): ('triangle', 'white'), (3, 7): ('square', 'white'), (3, 8): ('triangle', 'white'), (4, 0): ('circle', 'black'), (4, 1): ('square', 'black'), (4, 2): ('square', 'white'), (4, 3): ('triangle', 'black'), (4, 4): ('circle', 'white'), (4, 5): ('circle', 'white'), (4, 6): ('triangle', 'black'), (4, 7): ('circle', 'white'), (4, 8): ('circle', 'white'), (5, 0): ('circle', 'white'), (5, 1): ('triangle', 'black'), (5, 2): ('square', 'black'), (5, 3): ('triangle', 'black'), (5, 4): ('circle', 'white'), (5, 5): ('circle', 'white'), (5, 6): ('circle', 'white'), (5, 7): ('triangle', 'black'), (5, 8): ('triangle', 'black'), (6, 0): ('circle', 'white'), (6, 1): ('square', 'white'), (6, 2): ('triangle', 'black'), (6, 3): ('circle', 'white'), (6, 4): ('square', 'black'), (6, 5): ('triangle', 'black'), (6, 6): ('square', 'white'), (6, 7): ('square', 'white'), (6, 8): ('square', 'black'), (7, 0): ('triangle', 'white'), (7, 1): ('triangle', 'black'), (7, 2): ('triangle', 'black'), (7, 3): ('square', 'white'), (7, 4): ('triangle', 'white'), (7, 5): ('square', 'black'), (7, 6): ('circle', 'white'), (7, 7): ('square', 'white'), (7, 8): ('circle', 'black'), (8, 0): ('circle', 'black'), (8, 1): ('circle', 'white'), (8, 2): ('square', 'white'), (8, 3): ('circle', 'black'), (8, 4): ('circle', 'white'), (8, 5): ('circle', 'white'), (8, 6): ('square', 'white'), (8, 7): ('square', 'white'), (8, 8): ('triangle', 'black')}]","(9, 9, 1)"
