filename,question,answer,sweep
78.svg,"In grid 1, starting from the black circle at position (row 2, column 1), how many black triangles are there right of it in the same row?",0,"(3, 9, 3)"
78.svg,"In grid 3, starting from the black triangle at position (row 3, column 6), how many triangles are there right of it in the same row?",0,"(3, 9, 3)"
79.svg,"In grid 3, starting from the white circle at position (row 1, column 7), how many white triangles are there left of it in the same row?",1,"(3, 9, 3)"
79.svg,"In grid 1, starting from the black square at position (row 2, column 7), how many black triangles are there right of it in the same row?",0,"(3, 9, 3)"
79.svg,"In grid 3, starting from the white triangle at position (row 3, column 6), how many black objects are there left of it in the same row?",2,"(3, 9, 3)"
80.svg,"In grid 2, starting from the white triangle at position (row 3, column 8), how many triangles are there right of it in the same row?",1,"(3, 9, 5)"
80.svg,"In grid 3, starting from the white square at position (row 2, column 4), how many white objects are there right of it in the same row?",3,"(3, 9, 5)"
80.svg,"In grid 1, starting from the black square at position (row 3, column 8), how many squares are there left of it in the same row?",4,"(3, 9, 5)"
80.svg,"In grid 2, starting from the white triangle at position (row 3, column 8), how many black objects are there right of it in the same row?",1,"(3, 9, 5)"
80.svg,"In grid 2, starting from the black triangle at position (row 2, column 6), how many squares are there down of it in the same column?",0,"(3, 9, 5)"
81.svg,"In grid 5, starting from the white square at position (row 1, column 9), how many white objects are there left of it in the same row?",1,"(3, 9, 5)"
81.svg,"In grid 5, starting from the black triangle at position (row 2, column 9), how many black objects are there down of it in the same column?",0,"(3, 9, 5)"
81.svg,"In grid 4, starting from the white square at position (row 3, column 4), how many triangles are there right of it in the same row?",1,"(3, 9, 5)"
81.svg,"In grid 5, starting from the black circle at position (row 3, column 8), how many black objects are there left of it in the same row?",4,"(3, 9, 5)"
82.svg,"In grid 4, starting from the white triangle at position (row 3, column 1), how many squares are there right of it in the same row?",5,"(3, 9, 5)"
83.svg,"In grid 1, starting from the black square at position (row 2, column 4), how many white circles are there left of it in the same row?",0,"(3, 9, 5)"
84.svg,"In grid 2, starting from the black square at position (row 2, column 5), how many white objects are there left of it in the same row?",3,"(3, 9, 5)"
84.svg,"In grid 5, starting from the black circle at position (row 2, column 9), how many triangles are there up of it in the same column?",0,"(3, 9, 5)"
84.svg,"In grid 2, starting from the white square at position (row 3, column 5), how many white squares are there up of it in the same column?",1,"(3, 9, 5)"
84.svg,"In grid 1, starting from the white triangle at position (row 1, column 3), how many black circles are there left of it in the same row?",1,"(3, 9, 5)"
85.svg,"In grid 5, starting from the white triangle at position (row 2, column 1), how many circles are there up of it in the same column?",0,"(3, 9, 5)"
85.svg,"In grid 4, starting from the white triangle at position (row 3, column 9), how many black circles are there up of it in the same column?",0,"(3, 9, 5)"
85.svg,"In grid 1, starting from the white circle at position (row 2, column 3), how many squares are there left of it in the same row?",1,"(3, 9, 5)"
86.svg,"In grid 2, starting from the black triangle at position (row 2, column 6), how many black circles are there up of it in the same column?",0,"(3, 9, 5)"
87.svg,"In grid 2, starting from the black triangle at position (row 3, column 6), how many black objects are there right of it in the same row?",1,"(3, 9, 5)"
88.svg,"In grid 4, starting from the white square at position (row 1, column 2), how many black objects are there down of it in the same column?",2,"(3, 9, 5)"
88.svg,"In grid 1, starting from the black square at position (row 2, column 6), how many squares are there up of it in the same column?",1,"(3, 9, 5)"
89.svg,"In grid 2, starting from the black square at position (row 1, column 8), how many circles are there down of it in the same column?",1,"(3, 9, 5)"
89.svg,"In grid 1, starting from the white triangle at position (row 2, column 2), how many circles are there left of it in the same row?",1,"(3, 9, 5)"
89.svg,"In grid 4, starting from the white circle at position (row 3, column 2), how many black circles are there up of it in the same column?",0,"(3, 9, 5)"
90.svg,"In grid 1, starting from the black triangle at position (row 1, column 2), how many black objects are there right of it in the same row?",1,"(6, 3, 1)"
91.svg,"In grid 1, starting from the white triangle at position (row 6, column 2), how many squares are there left of it in the same row?",1,"(6, 3, 1)"
91.svg,"In grid 1, starting from the white circle at position (row 4, column 1), how many triangles are there down of it in the same column?",1,"(6, 3, 1)"
91.svg,"In grid 1, starting from the black circle at position (row 6, column 3), how many white objects are there left of it in the same row?",2,"(6, 3, 1)"
91.svg,"In grid 1, starting from the black triangle at position (row 2, column 3), how many black triangles are there left of it in the same row?",1,"(6, 3, 1)"
92.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many triangles are there down of it in the same column?",0,"(6, 3, 1)"
92.svg,"In grid 1, starting from the white circle at position (row 2, column 2), how many squares are there right of it in the same row?",0,"(6, 3, 1)"
93.svg,"In grid 1, starting from the white circle at position (row 6, column 2), how many white objects are there left of it in the same row?",0,"(6, 3, 1)"
94.svg,"In grid 1, starting from the white triangle at position (row 2, column 2), how many triangles are there down of it in the same column?",1,"(6, 3, 1)"
94.svg,"In grid 1, starting from the black circle at position (row 3, column 3), how many black objects are there left of it in the same row?",1,"(6, 3, 1)"
95.svg,"In grid 1, starting from the white triangle at position (row 1, column 1), how many triangles are there right of it in the same row?",0,"(6, 3, 1)"
95.svg,"In grid 1, starting from the white circle at position (row 5, column 3), how many black objects are there left of it in the same row?",1,"(6, 3, 1)"
95.svg,"In grid 1, starting from the black triangle at position (row 3, column 2), how many white objects are there left of it in the same row?",0,"(6, 3, 1)"
95.svg,"In grid 1, starting from the white circle at position (row 5, column 3), how many black circles are there up of it in the same column?",0,"(6, 3, 1)"
96.svg,"In grid 1, starting from the black triangle at position (row 3, column 1), how many triangles are there up of it in the same column?",1,"(6, 3, 1)"
96.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many white objects are there up of it in the same column?",1,"(6, 3, 1)"
97.svg,"In grid 1, starting from the black square at position (row 4, column 2), how many black objects are there right of it in the same row?",0,"(6, 3, 1)"
98.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many black squares are there up of it in the same column?",0,"(6, 3, 1)"
98.svg,"In grid 1, starting from the black triangle at position (row 5, column 1), how many black objects are there down of it in the same column?",0,"(6, 3, 1)"
98.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many triangles are there right of it in the same row?",2,"(6, 3, 1)"
98.svg,"In grid 1, starting from the black triangle at position (row 2, column 1), how many circles are there down of it in the same column?",2,"(6, 3, 1)"
99.svg,"In grid 1, starting from the white circle at position (row 5, column 3), how many black objects are there down of it in the same column?",1,"(6, 3, 1)"
99.svg,"In grid 1, starting from the black circle at position (row 4, column 3), how many squares are there down of it in the same column?",0,"(6, 3, 1)"
99.svg,"In grid 1, starting from the black circle at position (row 6, column 3), how many black triangles are there left of it in the same row?",1,"(6, 3, 1)"
99.svg,"In grid 1, starting from the black triangle at position (row 6, column 2), how many white objects are there right of it in the same row?",0,"(6, 3, 1)"
100.svg,"In grid 3, starting from the black circle at position (row 4, column 2), how many white triangles are there left of it in the same row?",0,"(6, 3, 3)"
100.svg,"In grid 3, starting from the black circle at position (row 5, column 2), how many white circles are there up of it in the same column?",0,"(6, 3, 3)"
101.svg,"In grid 1, starting from the black triangle at position (row 1, column 3), how many white triangles are there left of it in the same row?",0,"(6, 3, 3)"
102.svg,"In grid 3, starting from the white circle at position (row 1, column 1), how many white objects are there down of it in the same column?",2,"(6, 3, 3)"
103.svg,"In grid 1, starting from the black triangle at position (row 2, column 1), how many black squares are there down of it in the same column?",1,"(6, 3, 3)"
103.svg,"In grid 1, starting from the black square at position (row 6, column 1), how many black objects are there right of it in the same row?",1,"(6, 3, 3)"
103.svg,"In grid 1, starting from the black circle at position (row 1, column 1), how many circles are there right of it in the same row?",2,"(6, 3, 3)"
104.svg,"In grid 1, starting from the black triangle at position (row 2, column 2), how many white objects are there left of it in the same row?",0,"(6, 3, 3)"
104.svg,"In grid 3, starting from the black square at position (row 4, column 2), how many triangles are there left of it in the same row?",0,"(6, 3, 3)"
104.svg,"In grid 1, starting from the black square at position (row 2, column 1), how many circles are there up of it in the same column?",1,"(6, 3, 3)"
104.svg,"In grid 1, starting from the white square at position (row 3, column 1), how many white objects are there up of it in the same column?",1,"(6, 3, 3)"
104.svg,"In grid 2, starting from the white square at position (row 4, column 2), how many circles are there left of it in the same row?",0,"(6, 3, 3)"
105.svg,"In grid 1, starting from the white circle at position (row 5, column 1), how many white objects are there right of it in the same row?",2,"(6, 3, 3)"
105.svg,"In grid 2, starting from the black triangle at position (row 3, column 2), how many squares are there up of it in the same column?",1,"(6, 3, 3)"
105.svg,"In grid 1, starting from the black circle at position (row 4, column 2), how many black triangles are there left of it in the same row?",0,"(6, 3, 3)"
106.svg,"In grid 1, starting from the black square at position (row 2, column 1), how many triangles are there up of it in the same column?",1,"(6, 3, 3)"
107.svg,"In grid 1, starting from the black square at position (row 1, column 1), how many white triangles are there right of it in the same row?",0,"(6, 3, 3)"
107.svg,"In grid 3, starting from the white square at position (row 4, column 2), how many squares are there down of it in the same column?",1,"(6, 3, 3)"
108.svg,"In grid 1, starting from the white square at position (row 4, column 2), how many triangles are there left of it in the same row?",0,"(6, 3, 3)"
109.svg,"In grid 3, starting from the black square at position (row 5, column 1), how many black circles are there up of it in the same column?",1,"(6, 3, 3)"
109.svg,"In grid 2, starting from the black triangle at position (row 5, column 2), how many squares are there down of it in the same column?",1,"(6, 3, 3)"
110.svg,"In grid 1, starting from the white square at position (row 2, column 2), how many triangles are there right of it in the same row?",0,"(6, 3, 5)"
111.svg,"In grid 4, starting from the black square at position (row 1, column 1), how many circles are there right of it in the same row?",1,"(6, 3, 5)"
111.svg,"In grid 5, starting from the white circle at position (row 2, column 2), how many triangles are there left of it in the same row?",1,"(6, 3, 5)"
111.svg,"In grid 2, starting from the black circle at position (row 5, column 3), how many white objects are there left of it in the same row?",2,"(6, 3, 5)"
111.svg,"In grid 2, starting from the white triangle at position (row 1, column 1), how many black triangles are there right of it in the same row?",0,"(6, 3, 5)"
112.svg,"In grid 5, starting from the white triangle at position (row 1, column 1), how many black objects are there down of it in the same column?",3,"(6, 3, 5)"
113.svg,"In grid 2, starting from the white circle at position (row 3, column 3), how many white objects are there down of it in the same column?",1,"(6, 3, 5)"
113.svg,"In grid 5, starting from the black square at position (row 4, column 1), how many black circles are there up of it in the same column?",0,"(6, 3, 5)"
113.svg,"In grid 1, starting from the white circle at position (row 6, column 2), how many squares are there left of it in the same row?",1,"(6, 3, 5)"
114.svg,"In grid 1, starting from the white circle at position (row 3, column 2), how many triangles are there right of it in the same row?",0,"(6, 3, 5)"
114.svg,"In grid 3, starting from the white triangle at position (row 2, column 2), how many white objects are there left of it in the same row?",0,"(6, 3, 5)"
114.svg,"In grid 2, starting from the black triangle at position (row 5, column 2), how many circles are there right of it in the same row?",0,"(6, 3, 5)"
114.svg,"In grid 4, starting from the white square at position (row 5, column 1), how many black objects are there down of it in the same column?",0,"(6, 3, 5)"
115.svg,"In grid 1, starting from the black square at position (row 4, column 1), how many black squares are there right of it in the same row?",1,"(6, 3, 5)"
116.svg,"In grid 3, starting from the black triangle at position (row 1, column 3), how many white objects are there left of it in the same row?",1,"(6, 3, 5)"
116.svg,"In grid 3, starting from the white circle at position (row 6, column 1), how many circles are there up of it in the same column?",3,"(6, 3, 5)"
117.svg,"In grid 4, starting from the white square at position (row 4, column 3), how many white squares are there left of it in the same row?",0,"(6, 3, 5)"
117.svg,"In grid 2, starting from the black circle at position (row 1, column 1), how many white objects are there right of it in the same row?",1,"(6, 3, 5)"
117.svg,"In grid 2, starting from the white circle at position (row 6, column 1), how many white circles are there up of it in the same column?",0,"(6, 3, 5)"
117.svg,"In grid 5, starting from the white triangle at position (row 3, column 2), how many triangles are there left of it in the same row?",1,"(6, 3, 5)"
118.svg,"In grid 5, starting from the black triangle at position (row 3, column 1), how many squares are there right of it in the same row?",1,"(6, 3, 5)"
118.svg,"In grid 5, starting from the white triangle at position (row 4, column 2), how many black triangles are there left of it in the same row?",0,"(6, 3, 5)"
118.svg,"In grid 1, starting from the black circle at position (row 2, column 3), how many squares are there left of it in the same row?",1,"(6, 3, 5)"
118.svg,"In grid 3, starting from the white square at position (row 2, column 2), how many squares are there left of it in the same row?",0,"(6, 3, 5)"
119.svg,"In grid 5, starting from the black square at position (row 2, column 3), how many triangles are there left of it in the same row?",0,"(6, 3, 5)"
119.svg,"In grid 5, starting from the black square at position (row 1, column 2), how many black objects are there right of it in the same row?",1,"(6, 3, 5)"
119.svg,"In grid 4, starting from the white circle at position (row 5, column 1), how many triangles are there right of it in the same row?",0,"(6, 3, 5)"
120.svg,"In grid 1, starting from the black triangle at position (row 2, column 1), how many white circles are there up of it in the same column?",1,"(6, 6, 1)"
120.svg,"In grid 1, starting from the black square at position (row 3, column 4), how many black objects are there right of it in the same row?",2,"(6, 6, 1)"
120.svg,"In grid 1, starting from the black triangle at position (row 3, column 3), how many triangles are there left of it in the same row?",1,"(6, 6, 1)"
120.svg,"In grid 1, starting from the white triangle at position (row 1, column 4), how many black triangles are there left of it in the same row?",1,"(6, 6, 1)"
121.svg,"In grid 1, starting from the white circle at position (row 4, column 3), how many white objects are there down of it in the same column?",2,"(6, 6, 1)"
121.svg,"In grid 1, starting from the black triangle at position (row 6, column 5), how many triangles are there left of it in the same row?",0,"(6, 6, 1)"
121.svg,"In grid 1, starting from the black triangle at position (row 3, column 5), how many black squares are there left of it in the same row?",0,"(6, 6, 1)"
122.svg,"In grid 1, starting from the white circle at position (row 4, column 4), how many black objects are there right of it in the same row?",2,"(6, 6, 1)"
122.svg,"In grid 1, starting from the black circle at position (row 6, column 2), how many white objects are there left of it in the same row?",1,"(6, 6, 1)"
122.svg,"In grid 1, starting from the white circle at position (row 6, column 5), how many black squares are there left of it in the same row?",1,"(6, 6, 1)"
122.svg,"In grid 1, starting from the white square at position (row 3, column 3), how many circles are there right of it in the same row?",1,"(6, 6, 1)"
122.svg,"In grid 1, starting from the white circle at position (row 3, column 1), how many white objects are there up of it in the same column?",0,"(6, 6, 1)"
123.svg,"In grid 1, starting from the white circle at position (row 5, column 6), how many squares are there up of it in the same column?",2,"(6, 6, 1)"
123.svg,"In grid 1, starting from the black circle at position (row 2, column 5), how many black squares are there down of it in the same column?",1,"(6, 6, 1)"
123.svg,"In grid 1, starting from the black triangle at position (row 5, column 3), how many black circles are there up of it in the same column?",0,"(6, 6, 1)"
124.svg,"In grid 1, starting from the white triangle at position (row 5, column 3), how many black objects are there right of it in the same row?",1,"(6, 6, 1)"
124.svg,"In grid 1, starting from the black circle at position (row 6, column 2), how many black triangles are there left of it in the same row?",0,"(6, 6, 1)"
124.svg,"In grid 1, starting from the white square at position (row 3, column 3), how many white objects are there up of it in the same column?",2,"(6, 6, 1)"
125.svg,"In grid 1, starting from the white triangle at position (row 1, column 6), how many black triangles are there left of it in the same row?",0,"(6, 6, 1)"
126.svg,"In grid 1, starting from the black square at position (row 6, column 4), how many triangles are there up of it in the same column?",0,"(6, 6, 1)"
126.svg,"In grid 1, starting from the black square at position (row 6, column 3), how many black squares are there left of it in the same row?",0,"(6, 6, 1)"
126.svg,"In grid 1, starting from the black circle at position (row 2, column 5), how many black objects are there right of it in the same row?",0,"(6, 6, 1)"
126.svg,"In grid 1, starting from the white square at position (row 2, column 4), how many black objects are there up of it in the same column?",0,"(6, 6, 1)"
126.svg,"In grid 1, starting from the white triangle at position (row 3, column 2), how many black squares are there right of it in the same row?",1,"(6, 6, 1)"
127.svg,"In grid 1, starting from the black circle at position (row 3, column 3), how many black circles are there down of it in the same column?",0,"(6, 6, 1)"
127.svg,"In grid 1, starting from the white circle at position (row 5, column 5), how many squares are there left of it in the same row?",1,"(6, 6, 1)"
127.svg,"In grid 1, starting from the black square at position (row 3, column 2), how many black squares are there left of it in the same row?",0,"(6, 6, 1)"
128.svg,"In grid 1, starting from the white triangle at position (row 5, column 3), how many triangles are there right of it in the same row?",2,"(6, 6, 1)"
128.svg,"In grid 1, starting from the black triangle at position (row 6, column 5), how many squares are there right of it in the same row?",1,"(6, 6, 1)"
129.svg,"In grid 1, starting from the black square at position (row 6, column 5), how many circles are there left of it in the same row?",3,"(6, 6, 1)"
129.svg,"In grid 1, starting from the black triangle at position (row 3, column 5), how many white circles are there up of it in the same column?",0,"(6, 6, 1)"
129.svg,"In grid 1, starting from the black circle at position (row 5, column 2), how many circles are there left of it in the same row?",0,"(6, 6, 1)"
129.svg,"In grid 1, starting from the black square at position (row 2, column 4), how many white squares are there right of it in the same row?",0,"(6, 6, 1)"
129.svg,"In grid 1, starting from the black circle at position (row 2, column 3), how many circles are there up of it in the same column?",0,"(6, 6, 1)"
130.svg,"In grid 1, starting from the black square at position (row 4, column 6), how many black objects are there left of it in the same row?",3,"(6, 6, 3)"
131.svg,"In grid 3, starting from the black square at position (row 4, column 5), how many black circles are there up of it in the same column?",0,"(6, 6, 3)"
131.svg,"In grid 2, starting from the white square at position (row 5, column 2), how many white objects are there left of it in the same row?",1,"(6, 6, 3)"
131.svg,"In grid 3, starting from the white square at position (row 4, column 2), how many black squares are there left of it in the same row?",0,"(6, 6, 3)"
131.svg,"In grid 1, starting from the black triangle at position (row 2, column 5), how many black triangles are there left of it in the same row?",0,"(6, 6, 3)"
132.svg,"In grid 3, starting from the black triangle at position (row 6, column 1), how many black triangles are there right of it in the same row?",1,"(6, 6, 3)"
132.svg,"In grid 2, starting from the white triangle at position (row 3, column 1), how many triangles are there down of it in the same column?",3,"(6, 6, 3)"
132.svg,"In grid 1, starting from the white circle at position (row 5, column 4), how many black squares are there left of it in the same row?",0,"(6, 6, 3)"
132.svg,"In grid 2, starting from the white triangle at position (row 6, column 2), how many squares are there right of it in the same row?",1,"(6, 6, 3)"
133.svg,"In grid 3, starting from the white square at position (row 3, column 3), how many white squares are there up of it in the same column?",1,"(6, 6, 3)"
133.svg,"In grid 2, starting from the white triangle at position (row 5, column 5), how many white squares are there down of it in the same column?",0,"(6, 6, 3)"
133.svg,"In grid 2, starting from the white square at position (row 1, column 1), how many black objects are there down of it in the same column?",3,"(6, 6, 3)"
134.svg,"In grid 1, starting from the black triangle at position (row 5, column 1), how many white triangles are there down of it in the same column?",0,"(6, 6, 3)"
134.svg,"In grid 3, starting from the black square at position (row 2, column 3), how many squares are there up of it in the same column?",0,"(6, 6, 3)"
134.svg,"In grid 2, starting from the white triangle at position (row 3, column 3), how many white squares are there up of it in the same column?",0,"(6, 6, 3)"
134.svg,"In grid 3, starting from the black triangle at position (row 4, column 4), how many black squares are there left of it in the same row?",0,"(6, 6, 3)"
135.svg,"In grid 2, starting from the white triangle at position (row 5, column 4), how many white objects are there right of it in the same row?",0,"(6, 6, 3)"
135.svg,"In grid 3, starting from the black triangle at position (row 3, column 2), how many triangles are there up of it in the same column?",2,"(6, 6, 3)"
135.svg,"In grid 1, starting from the white triangle at position (row 6, column 3), how many black objects are there left of it in the same row?",0,"(6, 6, 3)"
135.svg,"In grid 2, starting from the black circle at position (row 3, column 1), how many triangles are there right of it in the same row?",2,"(6, 6, 3)"
136.svg,"In grid 1, starting from the white circle at position (row 1, column 2), how many circles are there down of it in the same column?",2,"(6, 6, 3)"
136.svg,"In grid 3, starting from the white triangle at position (row 2, column 3), how many white triangles are there right of it in the same row?",0,"(6, 6, 3)"
137.svg,"In grid 3, starting from the black triangle at position (row 6, column 4), how many circles are there up of it in the same column?",2,"(6, 6, 3)"
137.svg,"In grid 3, starting from the white square at position (row 5, column 4), how many circles are there left of it in the same row?",0,"(6, 6, 3)"
137.svg,"In grid 1, starting from the white circle at position (row 6, column 2), how many white circles are there up of it in the same column?",0,"(6, 6, 3)"
138.svg,"In grid 2, starting from the white square at position (row 1, column 2), how many black squares are there left of it in the same row?",0,"(6, 6, 3)"
138.svg,"In grid 3, starting from the white triangle at position (row 2, column 5), how many white objects are there left of it in the same row?",4,"(6, 6, 3)"
138.svg,"In grid 1, starting from the white triangle at position (row 1, column 6), how many squares are there left of it in the same row?",1,"(6, 6, 3)"
138.svg,"In grid 2, starting from the white circle at position (row 6, column 3), how many white objects are there right of it in the same row?",0,"(6, 6, 3)"
138.svg,"In grid 2, starting from the black circle at position (row 2, column 3), how many triangles are there down of it in the same column?",0,"(6, 6, 3)"
139.svg,"In grid 2, starting from the white circle at position (row 2, column 4), how many triangles are there up of it in the same column?",1,"(6, 6, 3)"
139.svg,"In grid 1, starting from the black square at position (row 1, column 5), how many black triangles are there down of it in the same column?",0,"(6, 6, 3)"
139.svg,"In grid 2, starting from the white circle at position (row 5, column 4), how many black objects are there right of it in the same row?",1,"(6, 6, 3)"
139.svg,"In grid 1, starting from the white square at position (row 2, column 3), how many black objects are there right of it in the same row?",1,"(6, 6, 3)"
139.svg,"In grid 2, starting from the black circle at position (row 4, column 4), how many white triangles are there left of it in the same row?",0,"(6, 6, 3)"
140.svg,"In grid 5, starting from the white circle at position (row 5, column 2), how many black objects are there down of it in the same column?",1,"(6, 6, 5)"
140.svg,"In grid 5, starting from the white circle at position (row 4, column 3), how many circles are there right of it in the same row?",1,"(6, 6, 5)"
140.svg,"In grid 1, starting from the white triangle at position (row 4, column 5), how many white objects are there down of it in the same column?",0,"(6, 6, 5)"
140.svg,"In grid 2, starting from the white triangle at position (row 4, column 1), how many black circles are there up of it in the same column?",0,"(6, 6, 5)"
141.svg,"In grid 4, starting from the white square at position (row 5, column 3), how many squares are there left of it in the same row?",0,"(6, 6, 5)"
142.svg,"In grid 4, starting from the white triangle at position (row 1, column 3), how many black circles are there down of it in the same column?",0,"(6, 6, 5)"
142.svg,"In grid 3, starting from the white circle at position (row 3, column 3), how many circles are there right of it in the same row?",1,"(6, 6, 5)"
142.svg,"In grid 4, starting from the black triangle at position (row 1, column 6), how many triangles are there left of it in the same row?",3,"(6, 6, 5)"
142.svg,"In grid 2, starting from the white triangle at position (row 6, column 6), how many white triangles are there up of it in the same column?",0,"(6, 6, 5)"
142.svg,"In grid 1, starting from the black circle at position (row 3, column 3), how many black circles are there down of it in the same column?",0,"(6, 6, 5)"
143.svg,"In grid 2, starting from the black triangle at position (row 5, column 6), how many circles are there up of it in the same column?",1,"(6, 6, 5)"
144.svg,"In grid 3, starting from the black triangle at position (row 2, column 3), how many white objects are there right of it in the same row?",3,"(6, 6, 5)"
144.svg,"In grid 4, starting from the white triangle at position (row 3, column 6), how many triangles are there up of it in the same column?",0,"(6, 6, 5)"
144.svg,"In grid 5, starting from the white circle at position (row 4, column 3), how many black squares are there down of it in the same column?",1,"(6, 6, 5)"
145.svg,"In grid 1, starting from the white circle at position (row 3, column 3), how many white circles are there right of it in the same row?",0,"(6, 6, 5)"
145.svg,"In grid 5, starting from the black circle at position (row 6, column 4), how many white objects are there up of it in the same column?",1,"(6, 6, 5)"
145.svg,"In grid 4, starting from the black triangle at position (row 4, column 1), how many triangles are there right of it in the same row?",2,"(6, 6, 5)"
145.svg,"In grid 2, starting from the black triangle at position (row 4, column 3), how many circles are there up of it in the same column?",0,"(6, 6, 5)"
146.svg,"In grid 5, starting from the white square at position (row 1, column 2), how many black circles are there down of it in the same column?",0,"(6, 6, 5)"
146.svg,"In grid 3, starting from the black square at position (row 4, column 3), how many white circles are there down of it in the same column?",1,"(6, 6, 5)"
146.svg,"In grid 2, starting from the white circle at position (row 3, column 1), how many white objects are there up of it in the same column?",2,"(6, 6, 5)"
147.svg,"In grid 3, starting from the black triangle at position (row 4, column 3), how many triangles are there right of it in the same row?",0,"(6, 6, 5)"
147.svg,"In grid 4, starting from the white circle at position (row 2, column 4), how many squares are there left of it in the same row?",1,"(6, 6, 5)"
148.svg,"In grid 1, starting from the black circle at position (row 3, column 4), how many white objects are there right of it in the same row?",2,"(6, 6, 5)"
148.svg,"In grid 5, starting from the white triangle at position (row 4, column 2), how many black objects are there down of it in the same column?",1,"(6, 6, 5)"
148.svg,"In grid 4, starting from the white circle at position (row 4, column 2), how many black objects are there left of it in the same row?",0,"(6, 6, 5)"
148.svg,"In grid 1, starting from the black circle at position (row 1, column 5), how many black objects are there right of it in the same row?",0,"(6, 6, 5)"
148.svg,"In grid 1, starting from the white triangle at position (row 4, column 6), how many white objects are there up of it in the same column?",2,"(6, 6, 5)"
149.svg,"In grid 5, starting from the black triangle at position (row 3, column 2), how many white circles are there right of it in the same row?",0,"(6, 6, 5)"
149.svg,"In grid 1, starting from the black circle at position (row 1, column 6), how many black triangles are there down of it in the same column?",1,"(6, 6, 5)"
149.svg,"In grid 5, starting from the black circle at position (row 1, column 2), how many triangles are there right of it in the same row?",1,"(6, 6, 5)"
149.svg,"In grid 5, starting from the white circle at position (row 5, column 4), how many white objects are there left of it in the same row?",2,"(6, 6, 5)"
150.svg,"In grid 1, starting from the black square at position (row 3, column 3), how many circles are there up of it in the same column?",2,"(6, 9, 1)"
150.svg,"In grid 1, starting from the white triangle at position (row 3, column 5), how many black objects are there left of it in the same row?",2,"(6, 9, 1)"
150.svg,"In grid 1, starting from the black square at position (row 3, column 3), how many black objects are there left of it in the same row?",1,"(6, 9, 1)"
150.svg,"In grid 1, starting from the black square at position (row 3, column 9), how many white squares are there down of it in the same column?",0,"(6, 9, 1)"
151.svg,"In grid 1, starting from the white circle at position (row 2, column 5), how many circles are there up of it in the same column?",0,"(6, 9, 1)"
151.svg,"In grid 1, starting from the white square at position (row 1, column 5), how many white triangles are there left of it in the same row?",1,"(6, 9, 1)"
151.svg,"In grid 1, starting from the white circle at position (row 2, column 8), how many white objects are there left of it in the same row?",3,"(6, 9, 1)"
151.svg,"In grid 1, starting from the black circle at position (row 1, column 1), how many circles are there right of it in the same row?",3,"(6, 9, 1)"
151.svg,"In grid 1, starting from the black square at position (row 3, column 7), how many white triangles are there right of it in the same row?",1,"(6, 9, 1)"
152.svg,"In grid 1, starting from the black square at position (row 6, column 9), how many circles are there up of it in the same column?",1,"(6, 9, 1)"
152.svg,"In grid 1, starting from the black square at position (row 6, column 3), how many black objects are there right of it in the same row?",4,"(6, 9, 1)"
153.svg,"In grid 1, starting from the white triangle at position (row 4, column 1), how many black squares are there down of it in the same column?",0,"(6, 9, 1)"
153.svg,"In grid 1, starting from the black triangle at position (row 5, column 1), how many black objects are there down of it in the same column?",0,"(6, 9, 1)"
153.svg,"In grid 1, starting from the black circle at position (row 4, column 3), how many black circles are there right of it in the same row?",1,"(6, 9, 1)"
153.svg,"In grid 1, starting from the white triangle at position (row 4, column 1), how many white circles are there up of it in the same column?",0,"(6, 9, 1)"
154.svg,"In grid 1, starting from the black circle at position (row 6, column 5), how many black triangles are there right of it in the same row?",1,"(6, 9, 1)"
154.svg,"In grid 1, starting from the black circle at position (row 4, column 6), how many white objects are there down of it in the same column?",1,"(6, 9, 1)"
155.svg,"In grid 1, starting from the black square at position (row 6, column 6), how many black objects are there right of it in the same row?",2,"(6, 9, 1)"
155.svg,"In grid 1, starting from the black circle at position (row 2, column 2), how many white objects are there up of it in the same column?",0,"(6, 9, 1)"
155.svg,"In grid 1, starting from the white square at position (row 4, column 9), how many black objects are there down of it in the same column?",2,"(6, 9, 1)"
155.svg,"In grid 1, starting from the white circle at position (row 3, column 7), how many black triangles are there down of it in the same column?",0,"(6, 9, 1)"
155.svg,"In grid 1, starting from the black triangle at position (row 1, column 2), how many circles are there left of it in the same row?",0,"(6, 9, 1)"
156.svg,"In grid 1, starting from the black triangle at position (row 4, column 7), how many black circles are there up of it in the same column?",0,"(6, 9, 1)"
157.svg,"In grid 1, starting from the black square at position (row 1, column 8), how many white objects are there down of it in the same column?",0,"(6, 9, 1)"
158.svg,"In grid 1, starting from the white triangle at position (row 4, column 4), how many triangles are there down of it in the same column?",2,"(6, 9, 1)"
159.svg,"In grid 1, starting from the white square at position (row 1, column 1), how many white triangles are there down of it in the same column?",1,"(6, 9, 1)"
159.svg,"In grid 1, starting from the white square at position (row 6, column 2), how many white objects are there right of it in the same row?",4,"(6, 9, 1)"
159.svg,"In grid 1, starting from the white triangle at position (row 1, column 2), how many white circles are there down of it in the same column?",2,"(6, 9, 1)"
159.svg,"In grid 1, starting from the white square at position (row 1, column 4), how many triangles are there down of it in the same column?",1,"(6, 9, 1)"
